  0.00	2952	2952	S2	1033991	                      Rhizobium leguminosarum bv. trifolii CB782
  0.00	2182	2182	S2	395491	                      Rhizobium leguminosarum bv. trifolii WSM1325
  0.00	1353	1353	S2	754523	                      Rhizobium leguminosarum bv. trifolii WSM1689
  0.00	4555	2751	S1	387	                    Rhizobium leguminosarum bv. viciae
  0.00	1804	1804	S2	216596	                      Rhizobium leguminosarum bv. viciae 3841
  0.01	6717	2404	S	29449	                  Rhizobium etli
  0.00	2945	2945	S1	538025	                    Rhizobium etli 8C-3
  0.00	584	0	S1	147700	                    Rhizobium etli bv. phaseoli
  0.00	584	584	S2	1432049	                      Rhizobium etli bv. phaseoli str. IE4803
  0.00	423	0	S1	323733	                    Rhizobium etli bv. mimosae
  0.00	423	423	S2	1328306	                      Rhizobium etli bv. mimosae str. Mim1
  0.00	228	228	S1	347834	                    Rhizobium etli CFN 42
  0.00	133	133	S1	491916	                    Rhizobium etli CIAT 652
  0.01	5484	5484	S	1312183	                  Rhizobium jaguaris
  0.00	4809	3128	S	56730	                  Rhizobium gallicum
  0.00	1681	0	S1	142627	                    Rhizobium gallicum bv. gallicum
  0.00	1681	1681	S2	1418105	                      Rhizobium gallicum bv. gallicum R602
  0.00	4631	4631	S	1571470	                  Rhizobium sp. ACO-34A
  0.00	4398	3880	S	396	                  Rhizobium phaseoli
  0.00	518	518	S1	526949	                    Rhizobium phaseoli Brasil 5
  0.00	4070	4070	S	2048897	                  Rhizobium sp. NXC24
  0.00	3993	3993	S	348824	                  Rhizobium favelukesii
  0.00	3967	3967	S	2028343	                  Rhizobium sp. 11515TR
  0.00	3050	3050	S	1125847	                  Rhizobium sp. NT-26
  0.00	3015	0	S	398	                  Rhizobium tropici
  0.00	3015	3015	S1	698761	                    Rhizobium tropici CIAT 899
  0.00	2943	2943	S	2020312	                  Rhizobium sp. CIAT894
  0.00	2731	2731	S	1981173	                  Rhizobium sp. NXC14
  0.00	935	935	S	1301032	                  Rhizobium sp. IE4771
  0.00	720	720	S	2020311	                  Rhizobium sp. Kim5
  0.00	630	630	S	1869170	                  Rhizobium sp. S41
  0.00	479	479	S	2020313	                  Rhizobium sp. TAL182
  0.00	371	371	S	1914541	                  Rhizobium sp. Y9
  0.00	339	339	S	424182	                  Rhizobium sp. IRBG74
  0.00	281	281	S	2364272	                  Rhizobium sp. CCGE532
  0.00	190	190	S	2364271	                  Rhizobium sp. CCGE531
  0.00	181	181	S	1703969	                  Rhizobium sp. N324
  0.00	26	26	S	1703960	                  Rhizobium sp. N113
  0.03	28148	3088	G	357	                Agrobacterium
  0.02	16304	553	G1	1183400	                  Agrobacterium tumefaciens complex
  0.01	12802	7625	S	358	                    Agrobacterium tumefaciens
  0.00	4671	4671	S1	311403	                      Agrobacterium radiobacter K84
  0.00	307	307	S1	1300225	                      Agrobacterium tumefaciens WRT31
  0.00	199	199	S1	1300224	                      Agrobacterium tumefaciens P4
  0.00	2949	2536	S	1176649	                    Agrobacterium fabrum
  0.00	413	413	S1	176299	                      Agrobacterium fabrum str. C58
  0.00	3300	3300	S	1842536	                  Agrobacterium sp. RAC06
  0.00	3248	0	S	373	                  Agrobacterium vitis
  0.00	3248	3248	S1	311402	                    Agrobacterium vitis S4
  0.00	1959	1959	S	359	                  Agrobacterium rhizogenes
  0.00	249	249	S	861208	                  Agrobacterium sp. H13-3
  0.01	14569	176	G	1525371	                Neorhizobium
  0.01	7812	1582	S	399	                  Neorhizobium galegae
  0.00	3207	0	S1	323656	                    Neorhizobium galegae bv. officinalis
  0.00	3207	3207	S2	1028801	                      Neorhizobium galegae bv. officinalis bv. officinalis str. HAMBI 1141
  0.00	3023	0	S1	323655	                    Neorhizobium galegae bv. orientalis
  0.00	3023	3023	S2	1028800	                      Neorhizobium galegae bv. orientalis str. HAMBI 540
  0.00	3981	3981	S	1825976	                  Neorhizobium sp. NCHU2750
  0.00	2600	2600	S	2060726	                  Neorhizobium sp. SOG26
  0.06	59871	1977	F1	227292	              Sinorhizobium/Ensifer group
  0.04	44107	6974	G	28105	                Sinorhizobium
  0.01	15748	0	G1	663276	                  Sinorhizobium fredii group
  0.01	15748	5555	S	380	                    Sinorhizobium fredii
  0.00	3920	3920	S1	394	                      Sinorhizobium fredii NGR234
  0.00	3404	3404	S1	1185652	                      Sinorhizobium fredii USDA 257
  0.00	1162	1162	S1	1128334	                      Sinorhizobium fredii CCBAU 83666
  0.00	637	637	S1	1117943	                      Sinorhizobium fredii HH103
  0.00	577	577	S1	1128331	                      Sinorhizobium fredii CCBAU 45436
  0.00	493	493	S1	1128330	                      Sinorhizobium fredii CCBAU 25509
  0.01	9146	8525	S	382	                  Sinorhizobium meliloti
  0.00	220	220	S1	1401243	                    Sinorhizobium meliloti RU11/001
  0.00	193	193	S1	1235461	                    Sinorhizobium meliloti GR4
  0.00	168	168	S1	693982	                    Sinorhizobium meliloti AK83
  0.00	27	27	S1	698936	                    Sinorhizobium meliloti BL225C
  0.00	12	12	S1	707241	                    Sinorhizobium meliloti SM11
  0.00	1	1	S1	266834	                    Sinorhizobium meliloti 1021
  0.00	4547	4547	S	1842534	                  Sinorhizobium sp. RAC02
  0.00	3821	2925	S	194963	                  Sinorhizobium americanum
  0.00	896	896	S1	1408224	                    Sinorhizobium americanum CCGM7
  0.00	3255	0	S	110321	                  Sinorhizobium medicae
  0.00	3255	3255	S1	366394	                    Sinorhizobium medicae WSM419
  0.00	616	616	S	794846	                  Sinorhizobium sp. CCBAU 05631
  0.01	13787	124	G	106591	                Ensifer
  0.01	9664	4571	S	106592	                  Ensifer adhaerens
  0.00	5093	5093	S1	1416753	                    Ensifer adhaerens OV14
  0.00	3999	0	S	716925	                  Ensifer sojae
  0.00	3999	3999	S1	716928	                    Ensifer sojae CCBAU 05684
  0.01	7325	0	G	323620	              Shinella
  0.01	7325	7325	S	879274	                Shinella sp. HZN7
  0.00	568	95	G	34019	              Liberibacter
  0.00	147	144	S	34021	                Candidatus Liberibacter asiaticus
  0.00	3	3	S1	1174529	                  Candidatus Liberibacter asiaticus str. gxpsy
  0.00	99	0	S	556287	                Candidatus Liberibacter solanacearum
  0.00	99	99	S1	658172	                  Candidatus Liberibacter solanacearum CLso-ZC1
  0.00	86	86	S	1273132	                Liberibacter crescens
  0.00	74	0	S	309868	                Candidatus Liberibacter americanus
  0.00	74	74	S1	1261131	                  Candidatus Liberibacter americanus str. Sao Paulo
  0.00	67	0	S	34020	                Candidatus Liberibacter africanus
  0.00	67	67	S1	1277257	                  Candidatus Liberibacter africanus PTSAPSY
  0.16	170179	13119	F	119045	            Methylobacteriaceae
  0.11	114200	30782	G	407	              Methylobacterium
  0.01	11022	11022	S	426117	                Methylobacterium sp. 4-46
  0.01	10617	0	S	114616	                Methylobacterium nodulans
  0.01	10617	10617	S1	460265	                  Methylobacterium nodulans ORS 2060
  0.01	8174	8174	S	269660	                Methylobacterium brachiatum
  0.01	7943	7943	S	2202825	                Methylobacterium sp. 17SD2-17
  0.01	7658	7658	S	2202828	                Methylobacterium sp. 17Sr1-43
  0.01	7485	7485	S	270351	                Methylobacterium aquaticum
  0.01	6402	6402	S	2202827	                Methylobacterium sp. 17Sr1-28
  0.01	6249	6249	S	2051553	                Methylobacterium currus
  0.01	5838	5838	S	2202826	                Methylobacterium sp. 17Sr1-1
  0.00	4465	4465	S	2067957	                Methylobacterium sp. DM1
  0.00	2821	2821	S	925818	                Methylobacterium sp. AMS5
  0.00	1448	0	S	31998	                Methylobacterium radiotolerans
  0.00	1448	1448	S1	426355	                  Methylobacterium radiotolerans JCM 2831
  0.00	1183	1183	S	1479019	                Methylobacterium sp. C1
  0.00	1020	1020	S	418223	                Methylobacterium phyllosphaerae
  0.00	653	653	S	739141	                Methylobacterium sp. XJLW
  0.00	440	0	S	334852	                Methylobacterium oryzae
  0.00	440	440	S1	693986	                  Methylobacterium oryzae CBMB20
  0.02	24566	4593	G	2282523	              Methylorubrum
  0.01	10145	5149	S	223967	                Methylorubrum populi
  0.00	4996	4996	S1	441620	                  Methylorubrum populi BJ001
  0.01	9669	3416	S	408	                Methylorubrum extorquens
  0.00	3595	3595	S1	272630	                  Methylorubrum extorquens AM1
  0.00	1456	1456	S1	440085	                  Methylorubrum extorquens CM4
  0.00	1202	1202	S1	419610	                  Methylorubrum extorquens PA1
  0.00	159	159	S	29429	                Methylorubrum zatmanii
  0.02	18294	240	G	186650	              Microvirga
  0.01	12995	12995	S	1882682	                Microvirga ossetica
  0.00	5059	5059	S	2082949	                Microvirga sp. 17 mud 1-3
  0.10	107992	3208	F	31993	            Methylocystaceae
  0.07	71359	7911	G	133	              Methylocystis
  0.03	29187	29187	S	655015	                Methylocystis bryophila
  0.02	18850	18850	S	173366	                Methylocystis rosea
  0.01	15411	15411	S	187303	                Methylocystis sp. SC2
  0.03	33425	0	G	425	              Methylosinus
  0.03	33425	0	S	426	                Methylosinus trichosporium
  0.03	33425	33425	S1	595536	                  Methylosinus trichosporium OB3b
  0.10	107440	2433	F	69277	            Phyllobacteriaceae
  0.07	71840	19754	G	68287	              Mesorhizobium
  0.01	8324	1464	S	39645	                Mesorhizobium ciceri
  0.01	5618	5618	S1	682633	                  Mesorhizobium ciceri ca181
  0.00	1242	794	S1	278148	                  Mesorhizobium ciceri biovar biserrulae
  0.00	448	448	S2	765698	                    Mesorhizobium ciceri biovar biserrulae WSM1271
  0.01	7575	6024	S	381	                Mesorhizobium loti
  0.00	1551	1551	S1	935546	                  Mesorhizobium loti NZP2037
  0.01	6891	6891	S	1670800	                Mesorhizobium oceanicum
  0.01	6744	0	S	71433	                Mesorhizobium amorphae
  0.01	6744	6744	S1	1082933	                  Mesorhizobium amorphae CCNWGS0123
  0.01	5501	0	S	593909	                Mesorhizobium opportunistum
  0.01	5501	5501	S1	536019	                  Mesorhizobium opportunistum WSM2075
  0.00	5199	0	S	536018	                Mesorhizobium australicum
  0.00	5199	5199	S1	754035	                  Mesorhizobium australicum WSM2073
  0.00	4859	4859	S	2108445	                Mesorhizobium sp. DCY119
  0.00	4599	0	S	2066070	                Mesorhizobium japonicum
  0.00	4599	4599	S1	266835	                  Mesorhizobium japonicum MAFF 303099
  0.00	1592	0	S	28104	                Mesorhizobium huakuii
  0.00	1592	1592	S1	763057	                  Mesorhizobium huakuii 7653R
  0.00	802	802	S	278153	                Mesorhizobium sp. WSM1497
  0.01	12383	517	G	31988	              Aminobacter
  0.01	5955	5955	S	83263	                Aminobacter aminovorans
  0.01	5911	5911	S	374606	                Aminobacter sp. MSH1
  0.01	6471	64	G	274591	              Hoeflea
  0.00	3459	3459	S	1620421	                Hoeflea sp. IMCC20628
  0.00	2948	0	S	244596	                Hoeflea phototrophica
  0.00	2948	2948	S1	411684	                  Hoeflea phototrophica DFL-43
  0.01	6377	10	G	245876	              Nitratireductor
  0.00	3989	3989	S	1756988	                Nitratireductor sp. OM-1
  0.00	2378	2378	S	472175	                Nitratireductor basaltis
  0.00	4306	0	G	449972	              Chelativorans
  0.00	4306	4306	S	266779	                Chelativorans sp. BNC1
  0.00	3630	0	G	28100	              Phyllobacterium
  0.00	3630	3630	S	1867719	                Phyllobacterium zundukense
  0.09	92469	872	F	45401	            Hyphomicrobiaceae
  0.03	30638	0	G	29407	              Rhodoplanes
  0.03	30638	30638	S	674703	                Rhodoplanes sp. Z2-YC6860
  0.02	20413	401	G	81	              Hyphomicrobium
  0.01	9298	373	S	53399	                Hyphomicrobium denitrificans
  0.00	4941	4941	S1	670307	                  Hyphomicrobium denitrificans 1NES1
  0.00	3984	3984	S1	582899	                  Hyphomicrobium denitrificans ATCC 51888
  0.01	5527	0	S	1427356	                Hyphomicrobium nitrativorans
  0.01	5527	5527	S1	1029756	                  Hyphomicrobium nitrativorans NL23
  0.00	5187	5187	S	717785	                Hyphomicrobium sp. MC1
  0.02	16560	217	G	46913	              Devosia
  0.01	7030	7030	S	1736675	                Devosia sp. A16
  0.00	5054	5054	S	1643450	                Devosia sp. H5989
  0.00	4259	4259	S	2083786	                Devosia sp. I507
  0.01	11458	0	G	59282	              Blastochloris
  0.01	11458	11458	S	1079	                Blastochloris viridis
  0.01	6320	0	G	1068	              Rhodomicrobium
  0.01	6320	0	S	1069	                Rhodomicrobium vannielii
  0.01	6320	6320	S1	648757	                  Rhodomicrobium vannielii ATCC 17100
  0.00	3430	0	G	1082930	              Pelagibacterium
  0.00	3430	0	S	531813	                Pelagibacterium halotolerans
  0.00	3430	3430	S1	1082931	                  Pelagibacterium halotolerans B2
  0.00	1758	0	G	119044	              Filomicrobium
  0.00	1758	1758	S	1608628	                Candidatus Filomicrobium marinum
  0.00	1020	0	G	623276	              Maritalea
  0.00	1020	1020	S	454601	                Maritalea myrionectae
  0.05	55599	1002	F	335928	            Xanthobacteraceae
  0.02	21865	0	G	556257	              Pseudolabrys
  0.02	21865	21865	S	331696	                Pseudolabrys taiwanensis
  0.01	11762	0	G	152053	              Starkeya
  0.01	11762	0	S	921	                Starkeya novella
  0.01	11762	11762	S1	639283	                  Starkeya novella DSM 506
  0.01	11577	0	G	279	              Xanthobacter
  0.01	11577	0	S	280	                Xanthobacter autotrophicus
  0.01	11577	11577	S1	78245	                  Xanthobacter autotrophicus Py2
  0.01	9393	0	G	6	              Azorhizobium
  0.01	9393	0	S	7	                Azorhizobium caulinodans
  0.01	9393	9393	S1	438753	                  Azorhizobium caulinodans ORS 571
  0.03	29702	52	O1	119042	            unclassified Rhizobiales
  0.01	13457	0	G	1734920	              Pseudorhodoplanes
  0.01	13457	13457	S	1235591	                Pseudorhodoplanes sinuspersici
  0.01	8621	865	G	1484898	              Methyloceanibacter
  0.00	3890	3890	S	1384459	                Methyloceanibacter caenitepidi
  0.00	3866	3866	S	2170729	                Methyloceanibacter sp. wino2
  0.01	7572	0	G	1572860	              Hartmannibacter
  0.01	7572	7572	S	1482074	                Hartmannibacter diazotrophicus
  0.02	23548	215	F	45404	            Beijerinckiaceae
  0.01	16218	0	G	120652	              Methylocella
  0.01	16218	0	S	199596	                Methylocella silvestris
  0.01	16218	16218	S1	395965	                  Methylocella silvestris BL2
  0.01	7115	0	G	532	              Beijerinckia
  0.01	7115	0	S	533	                Beijerinckia indica
  0.01	7115	0	S1	31994	                  Beijerinckia indica subsp. indica
  0.01	7115	7115	S2	395963	                    Beijerinckia indica subsp. indica ATCC 9039
  0.02	21405	29	F	255475	            Aurantimonadaceae
  0.01	13976	866	G	293088	              Martelella
  0.00	4662	4662	S	686597	                Martelella sp. AD-3
  0.00	4638	0	S	293089	                Martelella mediterranea
  0.00	4638	4638	S1	1122214	                  Martelella mediterranea DSM 17316
  0.00	3810	3810	S	1486262	                Martelella endophytica
  0.01	7400	0	G	414371	              Aureimonas
  0.01	7400	7400	S	1349819	                Aureimonas sp. AU20
  0.02	16374	0	F	2036754	            Chelatococcaceae
  0.02	16374	3827	G	28209	              Chelatococcus
  0.01	7638	7638	S	1702325	                Chelatococcus sp. CO-6
  0.00	4909	4909	S	444444	                Chelatococcus daeguensis
  0.01	12674	36	F	119043	            Rhodobiaceae
  0.01	5892	0	G	256616	              Parvibaculum
  0.01	5892	0	S	256618	                Parvibaculum lavamentivorans
  0.01	5892	5892	S1	402881	                  Parvibaculum lavamentivorans DS-1
  0.00	2867	0	G	444432	              Anderseniella
  0.00	2867	2867	S	1922226	                Anderseniella sp. Alg231-50
  0.00	2549	0	G	1541445	              Candidatus Phaeomarinobacter
  0.00	2549	2549	S	1458461	                Candidatus Phaeomarinobacter ectocarpi
  0.00	1330	0	F1	1712260	              unclassified Rhodobiaceae
  0.00	1330	1330	S	2026785	                Rhodobiaceae bacterium
  0.01	10856	242	F	118882	            Brucellaceae
  0.01	6300	859	G	528	              Ochrobactrum
  0.00	2555	2396	S	529	                Ochrobactrum anthropi
  0.00	159	159	S1	439375	                  Ochrobactrum anthropi ATCC 49188
  0.00	1571	1571	S	271865	                Ochrobactrum sp. A44
  0.00	712	712	S	571256	                Ochrobactrum pituitosum
  0.00	603	603	S	419475	                Ochrobactrum pseudogrignonense
  0.00	4314	2829	G	234	              Brucella
  0.00	345	345	S	1149952	                Brucella sp. 09RB8471
  0.00	328	328	S	1844051	                Brucella sp. 09RB8910
  0.00	283	283	S	981386	                Brucella vulpis
  0.00	167	167	S	235	                Brucella abortus
  0.00	119	73	S	29459	                Brucella melitensis
  0.00	40	0	S1	644340	                  Brucella melitensis bv. 3
  0.00	40	40	S2	520466	                    Brucella melitensis bv. 3 str. Ether
  0.00	4	4	S1	1029825	                  Brucella melitensis NI
  0.00	1	0	S1	645169	                  Brucella melitensis bv. 2
  0.00	1	1	S2	520465	                    Brucella melitensis bv. 2 str. 63/9
  0.00	1	0	S1	941967	                  Brucella melitensis M28
  0.00	1	1	S2	703352	                    Brucella melitensis M5-90
  0.00	111	111	S	1885919	                Brucella sp. 141012304
  0.00	41	0	S	236	                Brucella ovis
  0.00	41	41	S1	444178	                  Brucella ovis ATCC 25840
  0.00	33	14	S	29461	                Brucella suis
  0.00	18	16	S1	645170	                  Brucella suis bv. 2
  0.00	2	2	S2	470137	                    Brucella suis ATCC 23445
  0.00	1	0	S1	1567496	                  Brucella suis bv. 3
  0.00	1	1	S2	520487	                    Brucella suis bv. 3 str. 686
  0.00	25	0	S	120577	                Brucella ceti
  0.00	25	25	S1	1423891	                  Brucella ceti TE10759-12
  0.00	22	21	S	120576	                Brucella pinnipedialis
  0.00	1	1	S1	520461	                  Brucella pinnipedialis B2/94
  0.00	11	0	S	444163	                Brucella microti
  0.00	11	11	S1	568815	                  Brucella microti CCM 4915
  0.01	10028	2	F	655351	            Cohaesibacteraceae
  0.01	7618	0	G	1406135	              Breoghania
  0.01	7618	7618	S	2304600	                Breoghania sp. L-A4
  0.00	2408	0	G	655352	              Cohaesibacter
  0.00	2408	2408	S	1798205	                Cohaesibacter sp. ES.047
  0.00	2653	0	F	772	            Bartonellaceae
  0.00	2653	449	G	773	              Bartonella
  0.00	996	996	S	1686310	                Bartonella apis
  0.00	151	151	S	38323	                Bartonella henselae
  0.00	104	103	S	803	                Bartonella quintana
  0.00	1	1	S1	283165	                  Bartonella quintana str. Toulouse
  0.00	104	0	S	388640	                Bartonella australis
  0.00	104	104	S1	1094489	                  Bartonella australis Aust/NH1
  0.00	96	96	S	545612	                Bartonella sp. OE 1-1
  0.00	92	92	S	1318743	                Bartonella ancashensis
  0.00	86	0	S	56426	                Bartonella clarridgeiae
  0.00	86	86	S1	696125	                  Bartonella clarridgeiae 73
  0.00	72	0	S	33047	                Bartonella vinsonii
  0.00	72	0	S1	40933	                  Bartonella vinsonii subsp. berkhoffii
  0.00	72	72	S2	1094497	                    Bartonella vinsonii subsp. berkhoffii str. Winnie
  0.00	69	68	S	85701	                Bartonella tribocorum
  0.00	1	1	S1	382640	                  Bartonella tribocorum CIP 105476
  0.00	67	0	S	111504	                Bartonella birtlesii
  0.00	67	67	S1	1095900	                  Bartonella birtlesii IBS 325
  0.00	64	64	S	2133959	                Bartonella sp. 'Tel Aviv'
  0.00	62	0	S	33045	                Bartonella grahamii
  0.00	62	62	S1	634504	                  Bartonella grahamii as4aup
  0.00	61	61	S	1933904	                Bartonella sp. WD16.2
  0.00	60	0	S	165694	                Bartonella schoenbuchensis
  0.00	60	60	S1	687861	                  Bartonella schoenbuchensis R1
  0.00	54	54	S	774	                Bartonella bacilliformis
  0.00	48	0	S	155194	                Bartonella bovis
  0.00	48	48	S1	1094491	                  Bartonella bovis 91-4
  0.00	17	17	S	515256	                Bartonella sp. 1-1C
  0.00	1	1	S	1933910	                Bartonella sp. A1379B
  0.31	332360	4212	O	204441	          Rhodospirillales
  0.17	180376	6124	F	41295	            Rhodospirillaceae
  0.07	81100	20134	G	191	              Azospirillum
  0.01	13822	10639	S	192	                Azospirillum brasilense
  0.00	3183	3183	S1	1064539	                  Azospirillum brasilense Sp245
  0.01	12930	346	S	193	                Azospirillum lipoferum
  0.01	8446	8446	S1	137722	                  Azospirillum sp. B510
  0.00	4138	4138	S1	862719	                  Azospirillum lipoferum 4B
  0.01	10816	10816	S	2202148	                Azospirillum sp. CFH 70021
  0.01	8258	8258	S	528244	                Azospirillum thiophilum
  0.00	5397	5397	S	1226968	                Azospirillum humicireducens
  0.00	5103	5103	S	682998	                Azospirillum sp. M2T2B2
  0.00	4640	4640	S	664962	                Azospirillum sp. TSH58
  0.03	30532	4809	G	13134	              Magnetospirillum
  0.01	9384	7441	S	55518	                Magnetospirillum gryphiswaldense
  0.00	1943	3	S1	431944	                  Magnetospirillum gryphiswaldense MSR-1
  0.00	1940	1940	S2	1430440	                    Magnetospirillum gryphiswaldense MSR-1 v2
  0.01	6797	0	S	84159	                Magnetospirillum magneticum
  0.01	6797	6797	S1	342108	                  Magnetospirillum magneticum AMB-1
  0.00	4858	4858	S	1663591	                Magnetospirillum sp. XM-1
  0.00	4684	4684	S	1639348	                Magnetospirillum sp. ME-1
  0.01	15369	12	G	1081	              Rhodospirillum
  0.01	7888	0	S	34018	                Rhodospirillum centenum
  0.01	7888	7888	S1	414684	                  Rhodospirillum centenum SW
  0.01	7469	7423	S	1085	                Rhodospirillum rubrum
  0.00	45	45	S1	269796	                  Rhodospirillum rubrum ATCC 11170
  0.00	1	1	S1	1036743	                  Rhodospirillum rubrum F11
  0.01	13782	0	G	1543705	              Nitrospirillum
  0.01	13782	0	S	28077	                Nitrospirillum amazonense
  0.01	13782	13782	S1	1441467	                  Nitrospirillum amazonense CBAmc
  0.01	8867	0	G	171436	              Tistrella
  0.01	8867	0	S	171437	                Tistrella mobilis
  0.01	8867	8867	S1	1110502	                  Tistrella mobilis KA081020-065
  0.01	6596	0	G	2478349	              Indioceanicola
  0.01	6596	6596	S	2220096	                Indioceanicola profundi
  0.01	5440	0	G	1543704	              Niveispirillum
  0.01	5440	5440	S	1612173	                Niveispirillum cyanobacteriorum
  0.00	4333	0	G	1612157	              Pararhodospirillum
  0.00	4333	0	S	1084	                Pararhodospirillum photometricum
  0.00	4333	4333	S1	1150469	                  Pararhodospirillum photometricum DSM 122
  0.00	3654	180	G	168934	              Thalassospira
  0.00	1768	1768	S	2048283	                Thalassospira marina
  0.00	1706	0	S	220697	                Thalassospira xiamenensis
  0.00	1706	1706	S1	1123366	                  Thalassospira xiamenensis M-5 = DSM 17429
  0.00	3154	0	G	1182780	              Magnetospira
  0.00	3154	3154	S	1288970	                Magnetospira sp. QH-2
  0.00	1156	0	G	1804663	              Haematospirillum
  0.00	1156	1156	S	1549855	                Haematospirillum jordaniae
  0.00	269	0	G	1263978	              Candidatus Endolissoclinum
  0.00	269	37	S	1263979	                Candidatus Endolissoclinum faulkneri
  0.00	163	163	S1	1193729	                  Candidatus Endolissoclinum faulkneri L2
  0.00	69	69	S1	1401328	                  Candidatus Endolissoclinum faulkneri L5
  0.14	147772	8681	F	433	            Acetobacteraceae
  0.02	22960	6423	G	125216	              Roseomonas
  0.01	8311	8311	S	257708	                Roseomonas gilardii
  0.01	8226	8226	S	2018065	                Roseomonas sp. FDAARGOS_362
  0.02	22217	14550	G	522	              Acidiphilium
  0.00	4244	0	S	62140	                Acidiphilium multivorum
  0.00	4244	4244	S1	926570	                  Acidiphilium multivorum AIU301
  0.00	3423	0	S	524	                Acidiphilium cryptum
  0.00	3423	3423	S1	349163	                  Acidiphilium cryptum JF-5
  0.02	22136	6158	G	1434011	              Komagataeibacter
  0.00	3356	3356	S	265960	                Komagataeibacter nataicola
  0.00	2881	2881	S	265959	                Komagataeibacter saccharivorans
  0.00	2873	46	S	28448	                Komagataeibacter xylinus
  0.00	2827	2827	S1	1296990	                  Komagataeibacter xylinus E25
